"question_id","exam_type","question_type","original_question_id","question_text","passage_text","passage_group_id","passage_order","passage_total_questions","choice_a","choice_b","choice_c","choice_d","choice_e","choice_f","choice_g","choice_h","original_correct_choice","current_correct_choice","original_explanation","current_explanation","choice_a_explanation","choice_b_explanation","choice_c_explanation","choice_d_explanation","choice_e_explanation","choice_f_explanation","choice_g_explanation","choice_h_explanation","major_category","middle_category","minor_category","detail_category","related_terms","difficulty","target_mistake_type","source_year","syllabus_version","valid_from","valid_until","is_current","is_current_exam_scope","revision_note","validation_status","rule_reference_date","similar_question_blocked","created_at","updated_at"
"fe_sample_128","fe","original",,"経営戦略を実現するために、企業がどのような情報システムを整備し、どのように活用していくかについて定めるものはどれか。",,,,,"情報システム戦略","事業継続計画","人材育成計画","品質管理計画",,,,,"a","a","情報システム戦略は、経営戦略や事業戦略を実現するために、情報システムをどのように整備・活用するかを定める方針である。個別のシステム導入だけではなく、全社的な情報システムの方向性、投資の優先順位、業務との関係などを明確にする。","情報システム戦略は、経営戦略や事業戦略を実現するために、情報システムをどのように整備・活用するかを定める方針である。個別のシステム導入だけではなく、全社的な情報システムの方向性、投資の優先順位、業務との関係などを明確にする。","正しい。経営戦略の実現に向けて、情報システムの整備や活用の方向性を定める。","誤り。災害や事故が発生した場合に、重要業務を継続又は早期復旧するための計画である。","誤り。従業員に必要な能力や知識を身に付けさせるための教育・育成に関する計画である。","誤り。製品やサービスの品質基準、確認方法、改善活動などを定める計画である。",,,,,"ストラテジ系","システム戦略","システム戦略","情報システム戦略","情報システム戦略：経営戦略実現に向けた情報システムの整備・活用方針;事業継続計画：災害時に重要業務を継続する計画","1",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_129","fe","original",,"企業の業務について、現状の業務の流れや問題点を整理したものを表す用語はどれか。",,,,,"To-Be","As-Is","KPI","SLA",,,,,"b","b","As-Isは、現在の業務、組織、システムなどの状態を表す用語である。業務改善では、最初にAs-Isを整理して問題点を把握し、その後、将来あるべき姿であるTo-Beを設計する。","As-Isは、現在の業務、組織、システムなどの状態を表す用語である。業務改善では、最初にAs-Isを整理して問題点を把握し、その後、将来あるべき姿であるTo-Beを設計する。","誤り。業務改善やシステム導入後に実現したい、将来のあるべき状態を表す。","正しい。現在の業務やシステムの状態を表す。","誤り。目標達成に向けた活動状況を定量的に測定する重要業績評価指標である。","誤り。サービス提供者と顧客との間で合意するサービス品質の水準である。",,,,,"ストラテジ系","システム戦略","システム戦略","業務プロセス","As-Is：現在の業務やシステムの状態;To-Be：将来のあるべき状態","1",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_130","fe","original",,"顧客が情報システムを自社で所有せず、インターネット経由でソフトウェアの機能を利用し、利用量や契約期間に応じて料金を支払う形態はどれか。",,,,,"ハウジングサービス","コロケーション","SaaS","オフショア開発",,,,,"c","c","SaaSは、Software as a Serviceの略で、事業者が提供するソフトウェアをインターネット経由で利用するサービス形態である。利用企業は、ソフトウェアやサーバを自社で保有・管理せず、必要な機能をサービスとして利用できる。","SaaSは、Software as a Serviceの略で、事業者が提供するソフトウェアをインターネット経由で利用するサービス形態である。利用企業は、ソフトウェアやサーバを自社で保有・管理せず、必要な機能をサービスとして利用できる。","誤り。利用者が所有するサーバなどを、事業者の施設に預けて設置・運用するサービスである。","誤り。データセンター内の場所、電源、通信回線などを利用者へ提供するサービスである。","正しい。ソフトウェアの機能をインターネット経由でサービスとして利用する。","誤り。システムやソフトウェアの開発業務を、海外の企業や拠点へ委託することである。",,,,,"ストラテジ系","システム戦略","システム戦略","ソリューションビジネス","SaaS：ソフトウェアの機能をネット経由で利用する形態;コロケーション：データセンターの場所や回線を提供するサービス","2",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_131","fe","original",,"経営者が、重要な経営指標をグラフや一覧で一つの画面に表示し、売上、利益、在庫などの状況を迅速に把握できるようにした。この画面はどれか。",,,,,"ダッシュボード","データディクショナリ","フローチャート","デシジョンテーブル",,,,,"a","a","ダッシュボードは、複数の重要な情報や指標を、グラフや表などによって一つの画面にまとめて表示する仕組みである。経営状況や業務状況を視覚的に把握し、迅速な意思決定を支援する。","ダッシュボードは、複数の重要な情報や指標を、グラフや表などによって一つの画面にまとめて表示する仕組みである。経営状況や業務状況を視覚的に把握し、迅速な意思決定を支援する。","正しい。複数の重要指標を一画面にまとめ、状況を視覚的に確認できるようにする。","誤り。システムで扱うデータ項目の名称、意味、形式などを整理した情報である。","誤り。処理の順序や分岐などを、記号と矢印で表す図である。","誤り。複数の条件の組合せと、それに対応する処理を表形式で整理する手法である。",,,,,"ストラテジ系","システム戦略","システム戦略","システム活用促進・評価","ダッシュボード：重要指標を一画面にまとめた表示;データディクショナリ：データ項目の定義を整理した情報","2",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_132","fe","original",,"複数のシステム化案件について、期待される効果、必要な費用、リスク、経営戦略との整合性などを比較し、実施する案件と優先順位を決める活動はどれか。",,,,,"プログラムテスト","ITポートフォリオ","データクレンジング","ベンチマーキング",,,,,"b","b","ITポートフォリオは、複数のIT投資案件を、効果、費用、リスク、戦略との整合性などの観点から評価し、全体として最適になるよう管理する考え方である。限られた予算や人材を、優先度の高い案件へ配分するために用いる。","ITポートフォリオは、複数のIT投資案件を、効果、費用、リスク、戦略との整合性などの観点から評価し、全体として最適になるよう管理する考え方である。限られた予算や人材を、優先度の高い案件へ配分するために用いる。","誤り。作成したプログラムが設計や仕様どおりに動作するかを確認する活動である。","正しい。複数のIT投資案件を比較し、投資配分や優先順位を管理する。","誤り。データの誤り、重複、表記の不統一などを検出し、修正する処理である。","誤り。他社や優れた組織の業務方法や成果を比較・分析し、自社の改善に活用する方法である。",,,,,"ストラテジ系","システム戦略","システム企画","システム化計画","ITポートフォリオ：複数のIT投資案件を比較し優先順位を管理する考え方;ベンチマーキング：他社の優れた方法と比較する手法","3",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_133","fe","original",,"利用者への聞取りだけでは明確にならない業務上の要求を把握するため、利用者が実際に作業している現場へ行き、操作や業務の流れを確認する方法はどれか。",,,,,"デルファイ法","回帰分析","観察法","モンテカルロ法",,,,,"c","c","観察法は、対象者が実際に業務を行う現場を観察し、作業手順、利用する情報、例外処理などを把握する方法である。利用者自身が意識していない作業や、言葉では説明しにくい業務を確認する場合に有効である。","観察法は、対象者が実際に業務を行う現場を観察し、作業手順、利用する情報、例外処理などを把握する方法である。利用者自身が意識していない作業や、言葉では説明しにくい業務を確認する場合に有効である。","誤り。複数の専門家へ匿名で繰り返し意見を求め、見解を収束させる方法である。","誤り。ある変数が別の変数にどのような影響を与えるかを、数式を用いて分析する手法である。","正しい。実際の業務現場を観察し、作業内容や要求を把握する。","誤り。乱数を用いた反復計算によって、結果の確率分布などを分析する手法である。",,,,,"ストラテジ系","システム戦略","システム企画","要件定義","観察法：業務現場を観察して要求を把握する方法;デルファイ法：専門家へ匿名で意見を求め収束させる方法","3",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_134","fe","original",,"企業が新しい業務システムを調達するため、候補となる複数のベンダーに対し、必要な機能、性能、納期、予算条件などを示し、具体的な提案を求める文書はどれか。",,,,,"RFI","SLA","NDA","RFP",,,,,"d","d","RFPは、Request for Proposalの略で、発注者が候補となるベンダーに対し、システムやサービスの具体的な提案を依頼する文書である。必要な機能、性能、納期、予算、提案条件などを示し、各社の提案内容を比較する。","RFPは、Request for Proposalの略で、発注者が候補となるベンダーに対し、システムやサービスの具体的な提案を依頼する文書である。必要な機能、性能、納期、予算、提案条件などを示し、各社の提案内容を比較する。","誤り。製品やサービス、市場、ベンダーの対応能力などについて、情報提供を依頼する文書である。","誤り。サービス提供者と顧客との間で合意するサービス品質の水準である。","誤り。業務上知り得た機密情報を第三者へ開示しないことなどを定める秘密保持契約である。","正しい。候補企業へ具体的な提案内容の提出を求める文書である。",,,,,"ストラテジ系","システム戦略","システム企画","調達計画・実施","RFP：ベンダーへ具体的な提案を依頼する文書;RFI：情報提供を依頼する文書","4",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_135","fe","original",,"企業が自社の事業環境を分析するため、次の四つに整理した。

・高い技術力
・営業人員の不足
・市場規模の拡大
・新規参入企業の増加

この分析手法はどれか。",,,,,"PPM","SWOT分析","バリューチェーン分析","競争地位分析",,,,,"b","b","SWOT分析は、企業や事業の内部環境と外部環境を、強み、弱み、機会、脅威の四つに分けて分析する手法である。高い技術力は強み、営業人員の不足は弱み、市場規模の拡大は機会、新規参入企業の増加は脅威に該当する。","SWOT分析は、企業や事業の内部環境と外部環境を、強み、弱み、機会、脅威の四つに分けて分析する手法である。高い技術力は強み、営業人員の不足は弱み、市場規模の拡大は機会、新規参入企業の増加は脅威に該当する。","誤り。市場成長率と相対的市場占有率を用いて、複数の事業へ経営資源をどのように配分するかを分析する手法である。","正しい。内部環境の強み・弱みと、外部環境の機会・脅威を整理する。","誤り。企業活動を主活動と支援活動に分け、どの活動が価値や競争優位を生み出しているかを分析する。","誤り。市場における企業の地位を、リーダ、チャレンジャ、フォロワ、ニッチャなどに分類する。",,,,,"ストラテジ系","経営戦略","経営戦略マネジメント","経営戦略手法","SWOT分析：強み・弱み・機会・脅威を整理する分析手法;PPM：市場成長率と占有率で資源配分を分析する手法","4",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_136","fe","original",,"企業が新商品の販売戦略を検討するため、市場を年齢、所得、居住地域、購買行動などによって複数のグループに分け、その中から重点的に販売する顧客層を選定した。このうち、市場を複数のグループに分ける活動はどれか。",,,,,"ポジショニング","ターゲティング","セグメンテーション","リブランディング",,,,,"c","c","セグメンテーションは、市場を年齢、地域、所得、行動、ニーズなどの共通した特徴をもつ顧客グループに分ける活動である。その後、対象とする市場を選ぶターゲティングと、自社商品をどのように認識してもらうかを決めるポジショニングを行う。","セグメンテーションは、市場を年齢、地域、所得、行動、ニーズなどの共通した特徴をもつ顧客グループに分ける活動である。その後、対象とする市場を選ぶターゲティングと、自社商品をどのように認識してもらうかを決めるポジショニングを行う。","誤り。競合商品との違いを明確にし、対象顧客の中で自社商品をどのように位置付けるかを決める活動である。","誤り。分割した市場の中から、自社が重点的に働き掛ける顧客層を選択する活動である。","正しい。市場を共通する特徴をもつ複数の顧客グループに分ける。","誤り。既存ブランドの名称、イメージ、訴求内容などを見直し、ブランドを再構築する活動である。",,,,,"ストラテジ系","経営戦略","経営戦略マネジメント","マーケティング","セグメンテーション：市場を顧客グループに分ける活動;ターゲティング：重点的に働き掛ける顧客層を選ぶ活動","5",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_137","fe","original",,"企業が経営戦略の実行状況を評価するため、次の四つの視点から目標と指標を設定した。

・財務
・顧客
・内部業務プロセス
・学習と成長

この業績評価の手法はどれか。",,,,,"BSC","PERT","EVM","ABC分析",,,,,"a","a","BSCは、Balanced Scorecardの略で、財務、顧客、内部業務プロセス、学習と成長という複数の視点から、経営戦略の実行状況を評価する手法である。財務指標だけでなく、将来の成長につながる非財務指標も含めて管理する点が特徴である。","BSCは、Balanced Scorecardの略で、財務、顧客、内部業務プロセス、学習と成長という複数の視点から、経営戦略の実行状況を評価する手法である。財務指標だけでなく、将来の成長につながる非財務指標も含めて管理する点が特徴である。","正しい。四つの視点から目標や指標を設定し、経営戦略の実行状況を評価する。","誤り。楽観値、最可能値、悲観値を用いて、作業の期待所要期間を算出する手法である。","誤り。計画価値、出来高、実コストを用いて、プロジェクトの進捗とコストを評価する手法である。","誤り。対象を金額や重要度などに応じてA、B、Cのグループへ分類し、重点管理する方法である。",,,,,"ストラテジ系","経営戦略","経営戦略マネジメント","ビジネス戦略と目標・評価","BSC：財務・顧客・内部プロセス・学習成長の四視点で評価する手法;PERT：三点見積りで所要期間を算出する手法","5",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_138","fe","original",,"企業全体の人材に関する情報を一元管理し、採用、配置、勤怠、給与、評価などの業務を支援するシステムはどれか。",,,,,"POSシステム","人事情報システム","CADシステム","生産管理システム",,,,,"b","b","人事情報システムは、従業員の基本情報、所属、勤怠、給与、評価、教育履歴などを管理し、人事業務を支援するシステムである。","人事情報システムは、従業員の基本情報、所属、勤怠、給与、評価、教育履歴などを管理し、人事業務を支援するシステムである。","誤り。店舗での商品販売時に、商品、数量、価格、時刻などの販売情報を記録・管理するシステムである。","正しい。従業員に関する情報を一元管理し、人事・労務業務を支援する。","誤り。製品や建築物などの設計・製図をコンピュータで支援するシステムである。","誤り。生産計画、工程、在庫、納期など、製造活動を管理するシステムである。",,,,,"ストラテジ系","経営戦略","経営戦略マネジメント","経営管理システム","人事情報システム：従業員情報を一元管理し人事業務を支援するシステム;POSシステム：商品販売時点の情報を記録するシステム","1",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_139","fe","original",,"企業が保有する技術と、将来必要になる製品・サービスとの関係を時間軸上で整理し、技術開発の方向性を示すものはどれか。",,,,,"技術ロードマップ","組織図","資金繰り表","管理図",,,,,"a","a","技術ロードマップは、市場や製品の将来動向と、それらを実現するために必要な技術を時間軸上で整理したものである。","技術ロードマップは、市場や製品の将来動向と、それらを実現するために必要な技術を時間軸上で整理したものである。","正しい。将来の製品や市場と、必要な技術開発の時期・方向性を関連付けて示す。","誤り。企業や部門の階層、所属、指揮命令関係などを図で表したものである。","誤り。一定期間の現金の収入と支出を整理し、資金不足が発生しないかを管理する表である。","誤り。工程の測定値を時系列で記録し、工程が安定しているかを判断する図である。",,,,,"ストラテジ系","経営戦略","技術戦略マネジメント","技術開発戦略の立案","技術ロードマップ：将来の製品・市場と必要技術を時間軸で整理したもの;組織図：組織の階層や指揮命令関係を表す図","1",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_140","fe","original",,"研究開発において、異なる技術分野の専門家を集め、既存技術の組合せによって新しい製品を開発することにした。このように、複数の異なる技術を組み合わせて新たな価値を生み出す考え方はどれか。",,,,,"ベンチマーキング","デファクトスタンダード","技術経営","技術融合",,,,,"d","d","技術融合は、異なる分野の技術を組み合わせることで、単独の技術では実現できなかった製品やサービスを生み出す考え方である。","技術融合は、異なる分野の技術を組み合わせることで、単独の技術では実現できなかった製品やサービスを生み出す考え方である。","誤り。優れた他社や組織の方法を比較・分析し、自社の改善へ活用する手法である。","誤り。公的機関が定めたものではないが、市場で広く普及したことによって事実上の標準となった規格である。","誤り。技術を経営資源として捉え、研究開発や事業戦略へ効果的に活用する経営手法である。","正しい。複数の異なる技術を組み合わせ、新しい製品や価値を生み出す。",,,,,"ストラテジ系","経営戦略","技術戦略マネジメント","技術開発計画","技術融合：異なる技術を組み合わせ新たな価値を生む考え方;ベンチマーキング：他社の優れた方法と比較する手法","2",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_141","fe","original",,"小売店舗で、商品を販売した時点で商品コード、数量、価格、販売時刻などを記録し、売上管理や在庫管理へ活用するシステムはどれか。",,,,,"MRP","POSシステム","CAD","GPS",,,,,"b","b","POSシステムは、商品販売時点の情報を収集し、売上分析、商品補充、在庫管理などへ活用するシステムである。","POSシステムは、商品販売時点の情報を収集し、売上分析、商品補充、在庫管理などへ活用するシステムである。","誤り。製品の生産計画や部品表、在庫量などを基に、必要な資材の量と時期を計算する仕組みである。","正しい。商品の販売時点で販売情報を収集・記録する。","誤り。製品や建築物の設計・製図をコンピュータで支援するシステムである。","誤り。人工衛星からの信号を利用し、現在位置を測定する仕組みである。",,,,,"ストラテジ系","経営戦略","ビジネスインダストリ","ビジネスシステム","POSシステム：商品販売時点の情報を記録・活用するシステム;MRP：必要な資材の量と時期を計算する仕組み","2",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_142","fe","original",,"製品の設計情報を基に、工作機械を動作させるための加工手順や数値制御用データを作成するシステムはどれか。",,,,,"CAM","SCM","CRM","POS",,,,,"a","a","CAMは、Computer Aided Manufacturingの略で、製品の製造や加工をコンピュータで支援するシステムである。CADで作成した設計データを利用して、工作機械の制御データなどを作成する。","CAMは、Computer Aided Manufacturingの略で、製品の製造や加工をコンピュータで支援するシステムである。CADで作成した設計データを利用して、工作機械の制御データなどを作成する。","正しい。製品の加工工程や工作機械の制御データの作成など、製造活動を支援する。","誤り。原材料の調達から生産、物流、販売までの供給連鎖全体を管理する考え方又はシステムである。","誤り。顧客との関係を管理し、顧客満足度や収益性の向上を図る考え方又はシステムである。","誤り。商品販売時点の売上情報を収集・管理するシステムである。",,,,,"ストラテジ系","経営戦略","ビジネスインダストリ","エンジニアリングシステム","CAM：製品の加工や工作機械の制御データ作成を支援するシステム;SCM：調達から販売までの供給連鎖を管理する考え方","3",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_143","fe","original",,"インターネット上の取引において、消費者同士が商品を直接売買するフリーマーケットサービスは、どの取引形態に該当するか。",,,,,"BtoB","BtoC","CtoC","GtoC",,,,,"c","c","CtoCは、Consumer to Consumerの略で、一般消費者同士が商品やサービスを取引する形態である。","CtoCは、Consumer to Consumerの略で、一般消費者同士が商品やサービスを取引する形態である。","誤り。企業同士で商品やサービスを取引する形態である。","誤り。企業が一般消費者へ商品やサービスを提供する形態である。","正しい。一般消費者同士が商品やサービスを取引する。","誤り。行政機関が一般市民へ行政サービスなどを提供する形態である。",,,,,"ストラテジ系","経営戦略","ビジネスインダストリ","e-ビジネス","CtoC：消費者同士が取引する形態;BtoC：企業が消費者へ商品を提供する形態","3",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_144","fe","original",,"家庭内の照明、エアコン、給湯器などの消費電力を測定・表示し、機器を自動制御することで、家庭全体のエネルギー使用量を最適化するシステムはどれか。",,,,,"HEMS","ERP","ITS","MRP",,,,,"a","a","HEMSは、Home Energy Management Systemの略で、家庭内のエネルギー使用状況を把握し、家電や設備を制御するシステムである。","HEMSは、Home Energy Management Systemの略で、家庭内のエネルギー使用状況を把握し、家電や設備を制御するシステムである。","正しい。家庭内のエネルギー使用量を見える化し、家電や設備を制御する。","誤り。企業の会計、人事、生産、販売などの経営資源を統合的に管理するシステムである。","誤り。道路交通に情報通信技術を活用し、安全性や利便性の向上を図るシステムである。","誤り。生産計画や部品表などを基に、必要な資材の量と時期を計算する仕組みである。",,,,,"ストラテジ系","経営戦略","ビジネスインダストリ","民生機器","HEMS：家庭内のエネルギー使用を見える化・制御するシステム;ERP：企業の経営資源を統合的に管理するシステム","4",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_145","fe","original",,"工場内の機械や設備にセンサを取り付け、温度、振動、稼働時間などを継続的に収集し、故障の兆候を事前に検知して保守を行う。この保守方法はどれか。",,,,,"事後保全","定期保全","予知保全","改良保全",,,,,"c","c","予知保全は、設備の状態をセンサなどで監視し、故障の兆候を予測して、故障が発生する前に保守を行う方法である。","予知保全は、設備の状態をセンサなどで監視し、故障の兆候を予測して、故障が発生する前に保守を行う方法である。","誤り。設備が故障した後に、修理や交換を行う方法である。","誤り。設備の状態にかかわらず、一定の期間や稼働時間ごとに保守を行う方法である。","正しい。設備の状態を監視し、故障の兆候に基づいて保守時期を判断する。","誤り。設備の故障を減らしたり、保守を容易にしたりするため、設備自体を改良する活動である。",,,,,"ストラテジ系","経営戦略","ビジネスインダストリ","産業機器","予知保全：設備の状態を監視し故障の兆候から保守時期を判断する方法;定期保全：一定期間ごとに保守を行う方法","4",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_146","fe","original",,"企業が、商品別、地域別などの事業部門と、研究開発、製造、営業などの職能部門の双方から従業員を管理し、二つの指揮命令系統をもたせる組織形態はどれか。",,,,,"事業部制組織","職能別組織","プロジェクト組織","マトリックス組織",,,,,"d","d","マトリックス組織は、職能別組織と事業別・プロジェクト別組織を組み合わせた組織形態である。専門性を活用しやすい一方で、複数の管理者から指示を受けるため、責任や権限が複雑になりやすい。","マトリックス組織は、職能別組織と事業別・プロジェクト別組織を組み合わせた組織形態である。専門性を活用しやすい一方で、複数の管理者から指示を受けるため、責任や権限が複雑になりやすい。","誤り。製品、地域、顧客などの単位で事業部を設け、事業部ごとに利益責任をもたせる組織形態である。","誤り。研究、製造、営業、経理など、専門的な職能ごとに部門を編成する組織形態である。","誤り。特定の目的を達成するために、複数部門から必要な人員を集めて一時的に編成する組織である。","正しい。職能と事業・プロジェクトという二つの軸を組み合わせ、二重の指揮命令系統をもつ。",,,,,"ストラテジ系","企業と法務","企業活動","経営・組織論","マトリックス組織：職能と事業の二軸で指揮命令系統をもつ組織;事業部制組織：事業単位で利益責任をもたせる組織","5",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_147","fe","original",,"商品の購入履歴を分析したところ、「商品Xを購入した顧客は、商品Yも同時に購入する割合が高い」という関係が見つかった。このような商品の組合せを発見する分析手法はどれか。",,,,,"回帰分析","主成分分析","ABC分析","アソシエーション分析",,,,,"d","d","アソシエーション分析は、大量の取引データなどから、複数の項目が同時に出現する規則性や関連性を発見する分析手法である。購買データを用いた分析は、マーケットバスケット分析とも呼ばれる。","アソシエーション分析は、大量の取引データなどから、複数の項目が同時に出現する規則性や関連性を発見する分析手法である。購買データを用いた分析は、マーケットバスケット分析とも呼ばれる。","誤り。ある変数と別の変数との関係を数式で表し、予測などに利用する分析手法である。","誤り。多数の変数を、情報をできるだけ保ちながら少数の合成変数へまとめる手法である。","誤り。商品や顧客を売上額などの大きさに応じてA、B、Cのグループへ分類し、重点管理する手法である。","正しい。複数の商品や事象が同時に発生する規則性を、取引データなどから発見する。",,,,,"ストラテジ系","企業と法務","企業活動","業務分析・データ利活用","アソシエーション分析：同時に出現する規則性を発見する分析手法;ABC分析：重要度に応じてグループ分けする分析手法","5",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_148","fe","original",,"企業の一定時点における資産、負債及び純資産の状況を表す財務諸表はどれか。",,,,,"損益計算書","キャッシュフロー計算書","貸借対照表","製造原価報告書",,,,,"c","c","貸借対照表は、企業の一定時点における財政状態を表す財務諸表である。左側に資産、右側に負債と純資産を示し、原則として「資産＝負債＋純資産」の関係が成り立つ。","貸借対照表は、企業の一定時点における財政状態を表す財務諸表である。左側に資産、右側に負債と純資産を示し、原則として「資産＝負債＋純資産」の関係が成り立つ。","誤り。一定期間の収益と費用を示し、その期間の利益又は損失を表す財務諸表である。","誤り。一定期間における現金及び現金同等物の増減を、営業活動、投資活動、財務活動などに区分して示す。","正しい。一定時点における資産、負債及び純資産の状態を表す。","誤り。製品の製造に要した材料費、労務費、製造間接費などを示す書類である。",,,,,"ストラテジ系","企業と法務","企業活動","会計・財務","貸借対照表：一定時点の資産・負債・純資産を表す財務諸表;損益計算書：一定期間の収益と費用を表す財務諸表","2",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
"fe_sample_149","fe","original",,"プログラムのソースコードを作成した者に、特別な登録手続を行わなくても、創作した時点で原則として発生する権利はどれか。",,,,,"著作権","特許権","商標権","実用新案権",,,,,"a","a","著作権は、思想又は感情を創作的に表現した著作物を保護する権利である。プログラムも著作物として保護され、著作権は原則として創作した時点で発生する。特許権や商標権のように、権利の発生に登録を必要としない。","著作権は、思想又は感情を創作的に表現した著作物を保護する権利である。プログラムも著作物として保護され、著作権は原則として創作した時点で発生する。特許権や商標権のように、権利の発生に登録を必要としない。","正しい。プログラムなどの著作物を創作した時点で、原則として自動的に発生する。","誤り。自然法則を利用した技術的思想の創作のうち、高度な発明を保護する権利であり、原則として出願・審査・登録が必要である。","誤り。商品やサービスを識別する名称、図形、記号などを保護する権利であり、登録が必要である。","誤り。物品の形状、構造又は組合せに関する考案を保護する権利である。",,,,,"ストラテジ系","企業と法務","法務","知的財産権","著作権：創作物に自動的に発生する権利;特許権：出願・審査を経て発生する発明の権利","3",,"2026","シラバスVer.9.2","2026-07-11",,"true","true","用語集サイトを参考に作成したオリジナル類題(公式過去問ではない)","not_applicable","2026-07-11","false","2026-07-11T10:46:00.000Z","2026-07-11T10:46:00.000Z"
